iteration dataset variable_type variable_source variable_name spatial_frequency_bin spatial_region MSAV PSD MAV R
0 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'mu_true'"   
16 train direct reference mu_true 1.0 all    
16 train direct reference mu_true 2.0 all  3205625360.7457643  
16 train direct reference mu_true 3.0 all  27052149.866971437  
16 train direct reference mu_true 4.0 all  5887737.94901611  
16 train direct reference mu_true 5.0 all  1317326.3449889477  
16 train direct reference mu_true 6.0 all  930774.2190823411  
16 train direct reference mu_true 7.0 all  373110.26991664956  
16 train direct reference mu_true 8.0 all  318738.2962869032  
16 train direct reference mu_true 9.0 all  188345.85649560567  
16 train direct reference mu_true 10.0 all  191645.00459403038  
16 train direct reference mu_true all 1   3052.8306835779963 
16 train direct reference mu_true all 2   10015.975997504951 
16 train direct reference mu_true all 3   10015.975997504951 
16 train direct reference mu_true all 4   10015.975997504951 
16 train direct reference mu_true all 5   10015.975997504951 
17 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_pred'"   "<xarray.DataArray 'anatomy' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
17 train anatomy model a_pred 1.0 all    
17 train anatomy model a_pred 2.0 all  0.0  
17 train anatomy model a_pred 3.0 all  0.0  
17 train anatomy model a_pred 4.0 all  0.0  
17 train anatomy model a_pred 5.0 all  0.0  
17 train anatomy model a_pred 6.0 all  0.0  
17 train anatomy model a_pred 7.0 all  0.0  
17 train anatomy model a_pred 8.0 all  0.0  
17 train anatomy model a_pred 9.0 all  0.0  
17 train anatomy model a_pred 10.0 all  0.0  
17 train anatomy model a_pred all 1   0.0 
17 train anatomy model a_pred all 2   0.0 
17 train anatomy model a_pred all 3   0.0 
17 train anatomy model a_pred all 4   0.0 
17 train anatomy model a_pred all 5   0.0 
17 train anatomy residual a_diff all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_diff'"   
17 train anatomy residual a_diff 1.0 all    
17 train anatomy residual a_diff 2.0 all  0.0  
17 train anatomy residual a_diff 3.0 all  0.0  
17 train anatomy residual a_diff 4.0 all  0.0  
17 train anatomy residual a_diff 5.0 all  0.0  
17 train anatomy residual a_diff 6.0 all  0.0  
17 train anatomy residual a_diff 7.0 all  0.0  
17 train anatomy residual a_diff 8.0 all  0.0  
17 train anatomy residual a_diff 9.0 all  0.0  
17 train anatomy residual a_diff 10.0 all  0.0  
17 train anatomy residual a_diff all 1   0.0 
17 train anatomy residual a_diff all 2   0.0 
17 train anatomy residual a_diff all 3   0.0 
17 train anatomy residual a_diff all 4   0.0 
17 train anatomy residual a_diff all 5   0.0 
17 train anatomy reference a_true all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_true'"   
17 train anatomy reference a_true 1.0 all    
17 train anatomy reference a_true 2.0 all  0.0  
17 train anatomy reference a_true 3.0 all  0.0  
17 train anatomy reference a_true 4.0 all  0.0  
17 train anatomy reference a_true 5.0 all  0.0  
17 train anatomy reference a_true 6.0 all  0.0  
17 train anatomy reference a_true 7.0 all  0.0  
17 train anatomy reference a_true 8.0 all  0.0  
17 train anatomy reference a_true 9.0 all  0.0  
17 train anatomy reference a_true 10.0 all  0.0  
17 train anatomy reference a_true all 1   0.0 
17 train anatomy reference a_true all 2   0.0 
17 train anatomy reference a_true all 3   0.0 
17 train anatomy reference a_true all 4   0.0 
17 train anatomy reference a_true all 5   0.0 
17 train "wave field" model u_pred all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056813)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_pred'"   "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.69332816)
Coordinates:
    frequency  int32 4B 90"
17 train "wave field" model u_pred 1.0 all    
17 train "wave field" model u_pred 2.0 all  0.07499798554240773  
17 train "wave field" model u_pred 3.0 all  0.0010886995311059002  
17 train "wave field" model u_pred 4.0 all  0.007424960002574685  
17 train "wave field" model u_pred 5.0 all  8.950698843637881e-05  
17 train "wave field" model u_pred 6.0 all  0.0010908846303542042  
17 train "wave field" model u_pred 7.0 all  2.3165074488517353e-05  
17 train "wave field" model u_pred 8.0 all  0.0003672753422944483  
17 train "wave field" model u_pred 9.0 all  9.823052372117296e-06  
17 train "wave field" model u_pred 10.0 all  8.00903128449498e-06  
17 train "wave field" model u_pred all 1   0.0030990355978942263 
17 train "wave field" model u_pred all 2   0.0019543726682123615 
17 train "wave field" model u_pred all 3   0.0014071160739874498 
17 train "wave field" model u_pred all 4   0.0017489677037650546 
17 train "wave field" model u_pred all 5   0.0023023347336514916 
17 train "wave field" residual u_diff all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056681)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_diff'"   
17 train "wave field" residual u_diff 1.0 all    
17 train "wave field" residual u_diff 2.0 all  0.07549944004729954  
17 train "wave field" residual u_diff 3.0 all  0.0008848929943613346  
17 train "wave field" residual u_diff 4.0 all  0.007389432346821484  
17 train "wave field" residual u_diff 5.0 all  7.623427638371812e-05  
17 train "wave field" residual u_diff 6.0 all  0.0010850632191555783  
17 train "wave field" residual u_diff 7.0 all  1.993495042656023e-05  
17 train "wave field" residual u_diff 8.0 all  0.0003652292928809026  
17 train "wave field" residual u_diff 9.0 all  8.490351982886436e-06  
17 train "wave field" residual u_diff 10.0 all  6.903898893301871e-06  
17 train "wave field" residual u_diff all 1   0.003073195577150469 
17 train "wave field" residual u_diff all 2   0.0020391641115505652 
17 train "wave field" residual u_diff all 3   0.0013685450106510045 
17 train "wave field" residual u_diff all 4   0.0015353465868366953 
17 train "wave field" residual u_diff all 5   0.002102303457635852 
17 train "wave field" reference u_true all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(8.17413279e-06)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_true'"   
17 train "wave field" reference u_true 1.0 all    
17 train "wave field" reference u_true 2.0 all  0.0018081447307282212  
17 train "wave field" reference u_true 3.0 all  3.0008013650165038e-05  
17 train "wave field" reference u_true 4.0 all  3.792388045034782e-06  
17 train "wave field" reference u_true 5.0 all  1.0333118454197226e-06  
17 train "wave field" reference u_true 6.0 all  5.050347507677982e-07  
17 train "wave field" reference u_true 7.0 all  2.2741668070694143e-07  
17 train "wave field" reference u_true 8.0 all  1.7024252778784642e-07  
17 train "wave field" reference u_true 9.0 all  9.158695211661493e-08  
17 train "wave field" reference u_true 10.0 all  7.510692448230837e-08  
17 train "wave field" reference u_true all 1   0.00032224968900347985 
17 train "wave field" reference u_true all 2   0.0001823475253163132 
17 train "wave field" reference u_true all 3   0.0004966109203225826 
17 train "wave field" reference u_true all 4   0.00044916638242921127 
17 train "wave field" reference u_true all 5   0.0002947008513400737 
17 train Laplacian model lu_pred all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(22485.65541857)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_pred'"   "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(0.58135662)
Coordinates:
    frequency  int32 4B 90"
17 train Laplacian model lu_pred 1.0 all    
17 train Laplacian model lu_pred 2.0 all  1424389.4897484807  
17 train Laplacian model lu_pred 3.0 all  15120.108953047598  
17 train Laplacian model lu_pred 4.0 all  497144.5820571049  
17 train Laplacian model lu_pred 5.0 all  4441.622662669979  
17 train Laplacian model lu_pred 6.0 all  118988.0472302064  
17 train Laplacian model lu_pred 7.0 all  1526.136069776742  
17 train Laplacian model lu_pred 8.0 all  17833.661534079092  
17 train Laplacian model lu_pred 9.0 all  655.125927145332  
17 train Laplacian model lu_pred 10.0 all  297.19371392258574  
17 train Laplacian model lu_pred all 1   17.801075004585527 
17 train Laplacian model lu_pred all 2   18.890400772284252 
17 train Laplacian model lu_pred all 3   16.078158121421524 
17 train Laplacian model lu_pred all 4   20.48854058035083 
17 train Laplacian model lu_pred all 5   25.988571414526106 
17 train Laplacian residual lu_diff all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(99089.48568219)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_diff'"   
17 train Laplacian residual lu_diff 1.0 all    
17 train Laplacian residual lu_diff 2.0 all  18085545.153386824  
17 train Laplacian residual lu_diff 3.0 all  381612.5396485708  
17 train Laplacian residual lu_diff 4.0 all  540799.6372191026  
17 train Laplacian residual lu_diff 5.0 all  16980.633063228677  
17 train Laplacian residual lu_diff 6.0 all  123556.21603120535  
17 train Laplacian residual lu_diff 7.0 all  4085.477651103343  
17 train Laplacian residual lu_diff 8.0 all  19766.83683701931  
17 train Laplacian residual lu_diff 9.0 all  1946.1570919399724  
17 train Laplacian residual lu_diff 10.0 all  1376.631097540677  
17 train Laplacian residual lu_diff all 1   21.979414567684525 
17 train Laplacian residual lu_diff all 2   19.216049428485224 
17 train Laplacian residual lu_diff all 3   17.746863427687394 
17 train Laplacian residual lu_diff all 4   21.742755733939816 
17 train Laplacian residual lu_diff all 5   22.662554030178676 
17 train Laplacian reference Lu_true all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(77227.78728441)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'Lu_true'"   
17 train Laplacian reference Lu_true 1.0 all    
17 train Laplacian reference Lu_true 2.0 all  16764296.601907128  
17 train Laplacian reference Lu_true 3.0 all  384698.71037239535  
17 train Laplacian reference Lu_true 4.0 all  44354.63006636809  
17 train Laplacian reference Lu_true 5.0 all  12922.812095501875  
17 train Laplacian reference Lu_true 6.0 all  4627.898005228037  
17 train Laplacian reference Lu_true 7.0 all  2607.952916773148  
17 train Laplacian reference Lu_true 8.0 all  1919.1599351332718  
17 train Laplacian reference Lu_true 9.0 all  1346.1640571232067  
17 train Laplacian reference Lu_true 10.0 all  1132.5993493290525  
17 train Laplacian reference Lu_true all 1   12.51688793914196 
17 train Laplacian reference Lu_true all 2   3.745669203795787 
17 train Laplacian reference Lu_true all 3   6.687161882960564 
17 train Laplacian reference Lu_true all 4   11.790114119299055 
17 train Laplacian reference Lu_true all 5   12.181949943004938 
17 train PDE model pde_grad all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_grad'"   "<xarray.DataArray 'PDE' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
17 train PDE model pde_grad 1.0 all    
17 train PDE model pde_grad 2.0 all  0.0  
17 train PDE model pde_grad 3.0 all  0.0  
17 train PDE model pde_grad 4.0 all  0.0  
17 train PDE model pde_grad 5.0 all  0.0  
17 train PDE model pde_grad 6.0 all  0.0  
17 train PDE model pde_grad 7.0 all  0.0  
17 train PDE model pde_grad 8.0 all  0.0  
17 train PDE model pde_grad 9.0 all  0.0  
17 train PDE model pde_grad 10.0 all  0.0  
17 train PDE model pde_grad all 1   0.0 
17 train PDE model pde_grad all 2   0.0 
17 train PDE model pde_grad all 3   0.0 
17 train PDE model pde_grad all 4   0.0 
17 train PDE model pde_grad all 5   0.0 
17 train PDE residual pde_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.04792241e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_diff'"   
17 train PDE residual pde_diff 1.0 all    
17 train PDE residual pde_diff 2.0 all  9517505674.131838  
17 train PDE residual pde_diff 3.0 all  206895731.3299233  
17 train PDE residual pde_diff 4.0 all  1122321558.9732914  
17 train PDE residual pde_diff 5.0 all  28844109.59802733  
17 train PDE residual pde_diff 6.0 all  465453254.1995504  
17 train PDE residual pde_diff 7.0 all  11605955.81906  
17 train PDE residual pde_diff 8.0 all  129372390.97392175  
17 train PDE residual pde_diff 9.0 all  10134320.456478948  
17 train PDE residual pde_diff 10.0 all  2399772.8936910694  
17 train PDE residual pde_diff all 1   7313.010930534099 
17 train PDE residual pde_diff all 2   7534.517031126572 
17 train PDE residual pde_diff all 3   7474.60671957111 
17 train PDE residual pde_diff all 4   10087.486016783185 
17 train PDE residual pde_diff all 5   8868.929869813805 
17 train PDE reference mu_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.04792241e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'mu_diff'"   
17 train PDE reference mu_diff 1.0 all    
17 train PDE reference mu_diff 2.0 all  9517505674.131838  
17 train PDE reference mu_diff 3.0 all  206895731.3299233  
17 train PDE reference mu_diff 4.0 all  1122321558.9732914  
17 train PDE reference mu_diff 5.0 all  28844109.59802733  
17 train PDE reference mu_diff 6.0 all  465453254.1995504  
17 train PDE reference mu_diff 7.0 all  11605955.81906  
17 train PDE reference mu_diff 8.0 all  129372390.97392175  
17 train PDE reference mu_diff 9.0 all  10134320.456478948  
17 train PDE reference mu_diff 10.0 all  2399772.8936910694  
17 train PDE reference mu_diff all 1   7313.010930534099 
17 train PDE reference mu_diff all 2   7534.517031126572 
17 train PDE reference mu_diff all 3   7474.60671957111 
17 train PDE reference mu_diff all 4   10087.486016783185 
17 train PDE reference mu_diff all 5   8868.929869813805 
17 train elastogram model mu_pred all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.14011216e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_pred'"   "<xarray.DataArray 'elastogram' ()> Size: 8B
array(-0.04960327)
Coordinates:
    frequency  int32 4B 90"
17 train elastogram model mu_pred 1.0 all    
17 train elastogram model mu_pred 2.0 all  11786320428.867523  
17 train elastogram model mu_pred 3.0 all  176223213.43103707  
17 train elastogram model mu_pred 4.0 all  1116214574.9833665  
17 train elastogram model mu_pred 5.0 all  27659367.084910154  
17 train elastogram model mu_pred 6.0 all  464473289.77260673  
17 train elastogram model mu_pred 7.0 all  11239040.708726512  
17 train elastogram model mu_pred 8.0 all  129036639.02971002  
17 train elastogram model mu_pred 9.0 all  9951878.84942924  
17 train elastogram model mu_pred 10.0 all  2208828.1084026177  
17 train elastogram model mu_pred all 1   7795.482285804789 
17 train elastogram model mu_pred all 2   7981.631211175529 
17 train elastogram model mu_pred all 3   5788.325949308277 
17 train elastogram model mu_pred all 4   3594.1125720031814 
17 train elastogram model mu_pred all 5   7223.546664603002 
17 train elastogram residual mu_diff all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.04792241e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_diff'"   
17 train elastogram residual mu_diff 1.0 all    
17 train elastogram residual mu_diff 2.0 all  9517505674.131838  
17 train elastogram residual mu_diff 3.0 all  206895731.3299233  
17 train elastogram residual mu_diff 4.0 all  1122321558.9732914  
17 train elastogram residual mu_diff 5.0 all  28844109.59802733  
17 train elastogram residual mu_diff 6.0 all  465453254.1995504  
17 train elastogram residual mu_diff 7.0 all  11605955.81906  
17 train elastogram residual mu_diff 8.0 all  129372390.97392175  
17 train elastogram residual mu_diff 9.0 all  10134320.456478948  
17 train elastogram residual mu_diff 10.0 all  2399772.8936910694  
17 train elastogram residual mu_diff all 1   7313.010930534099 
17 train elastogram residual mu_diff all 2   7534.517031126572 
17 train elastogram residual mu_diff all 3   7474.60671957111 
17 train elastogram residual mu_diff all 4   10087.486016783185 
17 train elastogram residual mu_diff all 5   8868.929869813805 
17 train elastogram reference mu_true all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_true'"   
17 train elastogram reference mu_true 1.0 all    
17 train elastogram reference mu_true 2.0 all  3205625360.7457643  
17 train elastogram reference mu_true 3.0 all  27052149.866971437  
17 train elastogram reference mu_true 4.0 all  5887737.94901611  
17 train elastogram reference mu_true 5.0 all  1317326.3449889477  
17 train elastogram reference mu_true 6.0 all  930774.2190823411  
17 train elastogram reference mu_true 7.0 all  373110.26991664956  
17 train elastogram reference mu_true 8.0 all  318738.2962869032  
17 train elastogram reference mu_true 9.0 all  188345.85649560567  
17 train elastogram reference mu_true 10.0 all  191645.00459403038  
17 train elastogram reference mu_true all 1   3052.8306835779963 
17 train elastogram reference mu_true all 2   10015.975997504951 
17 train elastogram reference mu_true all 3   10015.975997504951 
17 train elastogram reference mu_true all 4   10015.975997504951 
17 train elastogram reference mu_true all 5   10015.975997504951 
17 train direct model direct_pred all all "<xarray.DataArray 'direct' ()> Size: 8B
array(22452690.4484988)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_pred'"   "<xarray.DataArray 'direct' ()> Size: 8B
array(0.42874677)
Coordinates:
    frequency  int32 4B 90"
17 train direct model direct_pred 1.0 all    
17 train direct model direct_pred 2.0 all  4387397372.880142  
17 train direct model direct_pred 3.0 all  116833785.13921782  
17 train direct model direct_pred 4.0 all  34434609.07269123  
17 train direct model direct_pred 5.0 all  16806753.734280754  
17 train direct model direct_pred 6.0 all  9555542.252829911  
17 train direct model direct_pred 7.0 all  4810548.097777674  
17 train direct model direct_pred 8.0 all  3562649.8066109684  
17 train direct model direct_pred 9.0 all  2109646.8825986898  
17 train direct model direct_pred 10.0 all  1811572.079111452  
17 train direct model direct_pred all 1   3496.308162107902 
17 train direct model direct_pred all 2   9757.922760226036 
17 train direct model direct_pred all 3   8385.944868196711 
17 train direct model direct_pred all 4   3803.0802775146667 
17 train direct model direct_pred all 5   3415.1419997440953 
17 train direct residual direct_diff all all "<xarray.DataArray 'direct' ()> Size: 8B
array(7474921.20340743)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_diff'"   
17 train direct residual direct_diff 1.0 all    
17 train direct residual direct_diff 2.0 all  825458252.8449337  
17 train direct residual direct_diff 3.0 all  118197169.6960203  
17 train direct residual direct_diff 4.0 all  39606002.2841481  
17 train direct residual direct_diff 5.0 all  18251720.426647622  
17 train direct residual direct_diff 6.0 all  11220001.25895756  
17 train direct residual direct_diff 7.0 all  5275058.312648423  
17 train direct residual direct_diff 8.0 all  4033557.5300058182  
17 train direct residual direct_diff 9.0 all  2298159.0371957435  
17 train direct residual direct_diff 10.0 all  1977224.1394095193  
17 train direct residual direct_diff all 1   674.2022035219995 
17 train direct residual direct_diff all 2   647.4812248444339 
17 train direct residual direct_diff all 3   7219.677885356874 
17 train direct residual direct_diff all 4   6785.923881524675 
17 train direct residual direct_diff all 5   6664.989361940163 
17 train direct reference mu_true all all "<xarray.DataArray 'direct' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'mu_true'"   
17 train direct reference mu_true 1.0 all    
17 train direct reference mu_true 2.0 all  3205625360.7457643  
17 train direct reference mu_true 3.0 all  27052149.866971437  
17 train direct reference mu_true 4.0 all  5887737.94901611  
17 train direct reference mu_true 5.0 all  1317326.3449889477  
17 train direct reference mu_true 6.0 all  930774.2190823411  
17 train direct reference mu_true 7.0 all  373110.26991664956  
17 train direct reference mu_true 8.0 all  318738.2962869032  
17 train direct reference mu_true 9.0 all  188345.85649560567  
17 train direct reference mu_true 10.0 all  191645.00459403038  
17 train direct reference mu_true all 1   3052.8306835779963 
17 train direct reference mu_true all 2   10015.975997504951 
17 train direct reference mu_true all 3   10015.975997504951 
17 train direct reference mu_true all 4   10015.975997504951 
17 train direct reference mu_true all 5   10015.975997504951 
18 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_pred'"   "<xarray.DataArray 'anatomy' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
18 train anatomy model a_pred 1.0 all    
18 train anatomy model a_pred 2.0 all  0.0  
18 train anatomy model a_pred 3.0 all  0.0  
18 train anatomy model a_pred 4.0 all  0.0  
18 train anatomy model a_pred 5.0 all  0.0  
18 train anatomy model a_pred 6.0 all  0.0  
18 train anatomy model a_pred 7.0 all  0.0  
18 train anatomy model a_pred 8.0 all  0.0  
18 train anatomy model a_pred 9.0 all  0.0  
18 train anatomy model a_pred 10.0 all  0.0  
18 train anatomy model a_pred all 1   0.0 
18 train anatomy model a_pred all 2   0.0 
18 train anatomy model a_pred all 3   0.0 
18 train anatomy model a_pred all 4   0.0 
18 train anatomy model a_pred all 5   0.0 
18 train anatomy residual a_diff all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_diff'"   
18 train anatomy residual a_diff 1.0 all    
18 train anatomy residual a_diff 2.0 all  0.0  
18 train anatomy residual a_diff 3.0 all  0.0  
18 train anatomy residual a_diff 4.0 all  0.0  
18 train anatomy residual a_diff 5.0 all  0.0  
18 train anatomy residual a_diff 6.0 all  0.0  
18 train anatomy residual a_diff 7.0 all  0.0  
18 train anatomy residual a_diff 8.0 all  0.0  
18 train anatomy residual a_diff 9.0 all  0.0  
18 train anatomy residual a_diff 10.0 all  0.0  
18 train anatomy residual a_diff all 1   0.0 
18 train anatomy residual a_diff all 2   0.0 
18 train anatomy residual a_diff all 3   0.0 
18 train anatomy residual a_diff all 4   0.0 
18 train anatomy residual a_diff all 5   0.0 
18 train anatomy reference a_true all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_true'"   
18 train anatomy reference a_true 1.0 all    
18 train anatomy reference a_true 2.0 all  0.0  
18 train anatomy reference a_true 3.0 all  0.0  
18 train anatomy reference a_true 4.0 all  0.0  
18 train anatomy reference a_true 5.0 all  0.0  
18 train anatomy reference a_true 6.0 all  0.0  
18 train anatomy reference a_true 7.0 all  0.0  
18 train anatomy reference a_true 8.0 all  0.0  
18 train anatomy reference a_true 9.0 all  0.0  
18 train anatomy reference a_true 10.0 all  0.0  
18 train anatomy reference a_true all 1   0.0 
18 train anatomy reference a_true all 2   0.0 
18 train anatomy reference a_true all 3   0.0 
18 train anatomy reference a_true all 4   0.0 
18 train anatomy reference a_true all 5   0.0 
18 train "wave field" model u_pred all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056739)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_pred'"   "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.69335129)
Coordinates:
    frequency  int32 4B 90"
18 train "wave field" model u_pred 1.0 all    
18 train "wave field" model u_pred 2.0 all  0.07489342476666047  
18 train "wave field" model u_pred 3.0 all  0.0010871392088659187  
18 train "wave field" model u_pred 4.0 all  0.007416800833775289  
18 train "wave field" model u_pred 5.0 all  8.938098670309738e-05  
18 train "wave field" model u_pred 6.0 all  0.0010894427497797404  
18 train "wave field" model u_pred 7.0 all  2.313224715611539e-05  
18 train "wave field" model u_pred 8.0 all  0.00036683173031791256  
18 train "wave field" model u_pred 9.0 all  9.809339221541101e-06  
18 train "wave field" model u_pred 10.0 all  7.997826600250292e-06  
18 train "wave field" model u_pred all 1   0.003097411657386295 
18 train "wave field" model u_pred all 2   0.0019540017745024235 
18 train "wave field" model u_pred all 3   0.001406320842180678 
18 train "wave field" model u_pred all 4   0.0017478641957410952 
18 train "wave field" model u_pred all 5   0.00230146540819512 
18 train "wave field" residual u_diff all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056608)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_diff'"   
18 train "wave field" residual u_diff 1.0 all    
18 train "wave field" residual u_diff 2.0 all  0.07539488640947202  
18 train "wave field" residual u_diff 3.0 all  0.0008835074116907897  
18 train "wave field" residual u_diff 4.0 all  0.007381303233411659  
18 train "wave field" residual u_diff 5.0 all  7.611890797559619e-05  
18 train "wave field" residual u_diff 6.0 all  0.0010836260636829524  
18 train "wave field" residual u_diff 7.0 all  1.9904678887780622e-05  
18 train "wave field" residual u_diff 8.0 all  0.0003647873874563259  
18 train "wave field" residual u_diff 9.0 all  8.477700170891294e-06  
18 train "wave field" residual u_diff 10.0 all  6.893570371887676e-06  
18 train "wave field" residual u_diff all 1   0.003071714168277141 
18 train "wave field" residual u_diff all 2   0.0020379325817535317 
18 train "wave field" residual u_diff all 3   0.0013681188975445625 
18 train "wave field" residual u_diff all 4   0.0015354044442601204 
18 train "wave field" residual u_diff all 5   0.002100853808171271 
18 train "wave field" reference u_true all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(8.17413279e-06)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_true'"   
18 train "wave field" reference u_true 1.0 all    
18 train "wave field" reference u_true 2.0 all  0.0018081447307282212  
18 train "wave field" reference u_true 3.0 all  3.0008013650165038e-05  
18 train "wave field" reference u_true 4.0 all  3.792388045034782e-06  
18 train "wave field" reference u_true 5.0 all  1.0333118454197226e-06  
18 train "wave field" reference u_true 6.0 all  5.050347507677982e-07  
18 train "wave field" reference u_true 7.0 all  2.2741668070694143e-07  
18 train "wave field" reference u_true 8.0 all  1.7024252778784642e-07  
18 train "wave field" reference u_true 9.0 all  9.158695211661493e-08  
18 train "wave field" reference u_true 10.0 all  7.510692448230837e-08  
18 train "wave field" reference u_true all 1   0.00032224968900347985 
18 train "wave field" reference u_true all 2   0.0001823475253163132 
18 train "wave field" reference u_true all 3   0.0004966109203225826 
18 train "wave field" reference u_true all 4   0.00044916638242921127 
18 train "wave field" reference u_true all 5   0.0002947008513400737 
18 train Laplacian model lu_pred all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(22455.20093213)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_pred'"   "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(0.58135686)
Coordinates:
    frequency  int32 4B 90"
18 train Laplacian model lu_pred 1.0 all    
18 train Laplacian model lu_pred 2.0 all  1423025.5145829255  
18 train Laplacian model lu_pred 3.0 all  15088.402738626615  
18 train Laplacian model lu_pred 4.0 all  496387.5636869594  
18 train Laplacian model lu_pred 5.0 all  4432.88498412925  
18 train Laplacian model lu_pred 6.0 all  118780.97143211961  
18 train Laplacian model lu_pred 7.0 all  1523.1930838987562  
18 train Laplacian model lu_pred 8.0 all  17823.80397185974  
18 train Laplacian model lu_pred 9.0 all  654.2148135654028  
18 train Laplacian model lu_pred 10.0 all  296.6659979685113  
18 train Laplacian model lu_pred all 1   17.7996350163004 
18 train Laplacian model lu_pred all 2   18.891704101068246 
18 train Laplacian model lu_pred all 3   16.085833667631128 
18 train Laplacian model lu_pred all 4   20.498772128105315 
18 train Laplacian model lu_pred all 5   25.987151065696036 
18 train Laplacian residual lu_diff all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(99056.03171485)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_diff'"   
18 train Laplacian residual lu_diff 1.0 all    
18 train Laplacian residual lu_diff 2.0 all  18083219.047423124  
18 train Laplacian residual lu_diff 3.0 all  381672.1560751393  
18 train Laplacian residual lu_diff 4.0 all  540054.658259979  
18 train Laplacian residual lu_diff 5.0 all  16974.46078840694  
18 train Laplacian residual lu_diff 6.0 all  123350.12231568515  
18 train Laplacian residual lu_diff 7.0 all  4082.851228350088  
18 train Laplacian residual lu_diff 8.0 all  19757.349122075695  
18 train Laplacian residual lu_diff 9.0 all  1945.470849519071  
18 train Laplacian residual lu_diff 10.0 all  1376.3386881552415  
18 train Laplacian residual lu_diff all 1   21.978882348143333 
18 train Laplacian residual lu_diff all 2   19.2109120889342 
18 train Laplacian residual lu_diff all 3   17.74871961207227 
18 train Laplacian residual lu_diff all 4   21.736824821575706 
18 train Laplacian residual lu_diff all 5   22.669384940802793 
18 train Laplacian reference Lu_true all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
